income,credit_score,loan_amount,years_employed,points,loan_approved
0.45804470113004725,0.6418181818181818,0.5034355828220859,0.17500000000000002,0.5,0
0.441936937688828,0.730909090909091,0.13744376278118609,0.925,0.7777777777777778,1
0.6410138710377405,0.3345454545454546,0.5983844580777096,0.9500000000000001,0.4444444444444445,0
0.28950575038808857,0.8036363636363637,0.2484662576687116,0.925,0.7777777777777778,1
0.8122068470513611,0.989090909090909,0.1349488752556237,0.42500000000000004,1.0,1
0.6455123604132935,0.1454545454545455,0.11433537832310836,0.775,0.5555555555555556,1
0.4590629120833264,0.6454545454545455,0.49006134969325155,0.7000000000000001,0.5555555555555556,1
0.1684137608706538,0.9072727272727272,0.891840490797546,0.07500000000000001,0.5555555555555556,1
0.438398237326612,0.6509090909090909,0.7450511247443762,0.5750000000000001,0.5,0
0.29485553088851424,0.5654545454545454,0.6597546012269938,0.17500000000000002,0.3888888888888889,0
0.21595252800080122,0.6836363636363636,0.8365030674846625,0.625,0.5555555555555556,1
0.5140379575689796,0.6727272727272728,0.8451533742331288,0.025,0.4444444444444445,0
0.7624730841776693,0.2581818181818182,0.6266257668711656,0.7250000000000001,0.4444444444444445,0
0.678512410489242,0.3527272727272728,0.38977505112474436,0.7000000000000001,0.5,0
0.0031047088083593355,0.05818181818181822,0.7668916155419222,0.17500000000000002,0.11111111111111112,0
0.7424844347260011,0.6309090909090909,0.30173824130879345,0.65,0.6666666666666666,1
0.3302091505449932,0.23272727272727278,0.5395705521472393,0.0,0.16666666666666669,0
0.5319317631741475,0.30545454545454553,0.5401635991820041,0.025,0.22222222222222227,0
0.5587390876162179,0.7890909090909091,0.28670756646216766,0.8,0.7222222222222222,1
0.9538717054198868,0.9509090909090909,0.5201022494887525,0.25,0.9444444444444444,1
0.3570999349012669,0.10000000000000009,0.8907770961145194,0.375,0.2777777777777778,0
0.39515765577792983,0.9000000000000001,0.37010224948875253,0.925,0.8333333333333334,1
0.4637199752958654,0.4563636363636363,0.0112678936605317,0.5,0.5,0
0.12805254636198232,0.5545454545454547,0.16689161554192228,0.8500000000000001,0.4444444444444445,0
0.7452970338346492,0.7727272727272727,0.6485276073619631,0.7250000000000001,0.7222222222222222,1
0.10101153416014286,0.8636363636363638,0.06685071574642126,0.875,0.6666666666666666,1
0.4218982122886378,0.21090909090909093,0.8892638036809816,0.225,0.2777777777777778,0
0.7355405698642942,0.3745454545454546,0.6655623721881391,1.0,0.4444444444444445,0
0.7220117177719542,0.25454545454545463,0.7853578732106339,0.6000000000000001,0.4444444444444445,0
0.9755295531556193,0.49636363636363634,0.8585685071574641,0.525,0.4444444444444445,0
0.6250563354420872,0.5254545454545454,0.91840490797546,0.9750000000000001,0.5555555555555556,1
0.3089602563888564,0.5800000000000001,0.390122699386503,0.15000000000000002,0.4444444444444445,0
0.9478208616401541,0.3854545454545455,0.7255419222903885,0.625,0.4444444444444445,0
0.9460848954247275,0.9454545454545455,0.7017791411042944,0.275,0.9444444444444444,1
0.8365771419986979,0.26727272727272733,0.316441717791411,0.25,0.5,0
0.022567560800547504,0.3218181818181819,0.7432310838445807,0.25,0.16666666666666669,0
0.8309269058071408,0.96,0.16263803680981595,0.25,1.0,1
0.07328615066183714,0.17272727272727273,0.9791411042944785,0.7250000000000001,0.16666666666666669,0
0.6009948421773023,0.1454545454545455,0.6706952965235173,0.55,0.4444444444444445,0
0.974945333756197,0.26363636363636367,0.3889775051124744,0.7000000000000001,0.5,0
0.7723213540536481,0.8400000000000001,0.05554192229038855,0.0,0.7777777777777778,1
0.6003605468293578,0.08363636363636373,0.18815950920245397,0.375,0.5,0
0.5568028176067035,0.5800000000000001,0.8211451942740285,0.07500000000000001,0.3888888888888889,0
0.7504798945066685,0.390909090909091,0.1640490797546012,0.5750000000000001,0.5555555555555556,1
0.24951175950191118,0.7054545454545456,0.5859304703476482,0.1,0.4444444444444445,0
0.09293261446527235,0.33090909090909093,0.6211656441717791,0.15000000000000002,0.11111111111111112,0
0.9106144318883639,0.5254545454545454,0.44546012269938645,0.5,0.6666666666666666,1
0.20728938890650822,0.036363636363636376,0.0641922290388548,0.17500000000000002,0.3888888888888889,0
0.14429384566592662,0.9199999999999999,0.5167075664621676,0.17500000000000002,0.5555555555555556,1
0.8608806690146723,0.769090909090909,0.11586912065439672,0.775,0.8333333333333334,1
0.9540887011968152,0.30545454545454553,0.05685071574642126,0.525,0.5555555555555556,1
0.4156554107062378,0.8200000000000001,0.4242944785276073,0.42500000000000004,0.7777777777777778,1
0.2757432105359796,0.06545454545454554,0.46304703476482617,0.1,0.22222222222222227,0
0.7212689245355456,0.06000000000000005,0.23991820040899792,0.5,0.5,0
0.6859319968619072,0.8181818181818181,0.5177300613496932,0.525,0.8888888888888888,1
0.5876829858618905,0.8909090909090909,0.6415337423312883,0.325,0.8333333333333334,1
0.06904638702031413,0.5836363636363637,0.870081799591002,0.42500000000000004,0.33333333333333337,0
0.0923150111001686,0.6072727272727274,0.20423312883435582,0.47500000000000003,0.3888888888888889,0
0.6547513729155886,0.22000000000000008,0.2387321063394683,0.8500000000000001,0.5,0
0.08059723914603817,0.9199999999999999,0.9447239263803681,0.55,0.611111111111111,1
0.4827738737084578,0.7090909090909092,0.48813905930470347,0.07500000000000001,0.5555555555555556,1
